Sector,Purchase
Finance,38905
Finance,37291
Finance,20495
Retail,25855
Retail,101826
Finance,155
Retail,65456
Finance,11609
Retail,22789
Finance,26651
Finance,47755
Finance,31021
Finance,70827
Finance,23646
Retail,48623
Finance,109710
Retail,30116
Finance,130747
Retail,38152
Finance,4915
Finance,8008
Finance,31653
Finance,77095
Finance,31668
Retail,39126
Retail,46132
Retail,21048
Retail,27802
Retail,56990
Finance,33924
Finance,5237
Finance,14156
Retail,49676
Finance,27293
Retail,132612
Finance,15200
Retail,232462
Retail,21731
Finance,436
Finance,18635
Retail,57655
Finance,11025
Finance,85247
Finance,63363
Retail,121662
Finance,7916
Finance,10729
Retail,6207
Finance,43267
Finance,4136
Retail,107555
Retail,20450
Retail,40150
Retail,39615
Finance,45925
Finance,39236
Finance,55096
Finance,12264
Finance,83164
Finance,143619
Retail,46745
Retail,59831
Finance,24233
Finance,172526
Finance,24394
Finance,11366
Retail,15947
Finance,255
Retail,13548
Retail,10556
Retail,6014
Retail,44332
Finance,14116
Finance,150005
Retail,2709
Finance,60817
Finance,38375
Finance,182386
Finance,8059
Retail,9257
Finance,85743
Retail,115844
Finance,86887
Finance,70547
Finance,12370
Retail,45630
Finance,1229
Finance,40453
Retail,51731
Finance,31364
Retail,8666
Retail,66733
Retail,69340
Finance,25094
Finance,1776
Retail,7841
Retail,12419
Retail,543
Retail,25035
Finance,14399
Finance,2098
Finance,42061
Retail,35933
Retail,197297
Retail,32463
Retail,12484
Retail,5226
Finance,4446
Retail,58423
Finance,5270
Finance,95638
Finance,9169
Retail,20195
Finance,53546
Finance,20117
Finance,41005
Finance,3549
Retail,104179
Retail,21981
Finance,13259
Retail,39217
Finance,20390
Retail,19738
Retail,69119
Finance,139807
Retail,151324
Finance,40773
Finance,71289
Finance,35086
Finance,1257
Retail,48976
Finance,34866
Retail,41230
Retail,37772
Retail,2970
Retail,65413
Retail,1740
Finance,21169
Finance,42193
Retail,9812
Finance,57471
Finance,19663
Finance,163457
Finance,79235
Retail,17643
Retail,2430
Retail,140944
Finance,3075
Retail,78417
Finance,6839
Finance,36489
Retail,2615
Finance,12596
Retail,2335
Finance,8049
Finance,1981
Finance,68430
Finance,102363
Finance,22795
Finance,26986
Finance,108647
Retail,68915
Retail,34554
Retail,31077
Finance,26857
Retail,7716
Finance,37392
Retail,40089
Finance,32943
Finance,10675
Retail,22910
Finance,24183
Retail,197697
Retail,62568
Finance,39688
Retail,11043
Finance,48744
Retail,6545
Retail,3975
Finance,67643
Retail,18346
Finance,14475
Retail,10914
Retail,5161
Finance,4208
Retail,17425
Retail,27368
Retail,22435
Finance,62236
Finance,30965
Retail,28077
Finance,113816
Finance,14115
Finance,16450
Retail,7709
Finance,27727
Retail,14592
Retail,13859
Retail,3833
Retail,2128
Finance,10338
Finance,15408
Retail,27325
Retail,46702
Finance,14973
Retail,3520
Retail,83611
Retail,1633
Retail,28677
Finance,37979
Finance,49838
Finance,44590
Finance,22902
Retail,48274
Finance,37340
Finance,38919
Finance,27863
Finance,70080
Retail,52446
Retail,3821
Finance,7892
Finance,23854
Finance,177471
Finance,17463
Finance,47477
Retail,11316
Retail,197453
Retail,26403
Retail,16054
Retail,84923
Retail,57901
Retail,22653
Retail,42869
Retail,46215
Retail,40072
Retail,15531
Retail,32086
Retail,37479
Retail,102359
Retail,2047
Retail,31192
Finance,103339
Finance,70158
Retail,49418
Finance,47713
Retail,426
Finance,24022
Retail,41648
Finance,4572
Finance,15374
Retail,112940
Finance,5138
Finance,43659
Retail,56093
Retail,5042
Finance,5675
Finance,42098
Retail,71563
Finance,53676
Finance,6455
Retail,51833
Retail,11381
Retail,6996
Retail,42165
Retail,3321
Retail,51245
Finance,28832
Retail,101360
Retail,10957
Finance,54952
Finance,9414
Retail,18758
Retail,24443
Finance,12447
Retail,52739
Retail,56459
Retail,14778
Retail,3396
Retail,9735
Finance,51285
Finance,84122
Retail,6174
Retail,46355
Retail,12322
Finance,18528
Finance,42924
Retail,59161
Finance,48101
Finance,4721
Retail,36256
Finance,29071
Retail,70933
Retail,14975
Retail,206158
Retail,91289
Retail,17764
Finance,51133
Finance,5130
Finance,2244
Finance,6007
Finance,30480
Finance,25318
Finance,78665
Finance,4726
Finance,62197
Retail,3290
Finance,21585
Finance,76554
Finance,32
Finance,28590
Finance,8887
Finance,20432
Finance,48737
Finance,19636
Finance,27293
Finance,124275
Retail,45404
Retail,85819
Finance,635
Finance,69342
Finance,44076
Retail,19679
Retail,47229
Finance,38648
Finance,1252
Finance,6958
Finance,77039
Retail,100431
Retail,38351
Finance,27282
Retail,42530
Retail,7680
Finance,83551
Finance,27672
Retail,46719
Finance,19156
Finance,73438
Finance,80120
Finance,30433
Retail,23913
Finance,89518
Retail,27692
Retail,16993
Finance,14554
Finance,57978
Finance,3986
Retail,31405
Finance,6585
Finance,21082
Retail,196760
Retail,27777
Retail,51377
Finance,377
Finance,35464
Finance,55292
Finance,3116
Finance,22298
Finance,20031
Finance,140503
Retail,40623
Finance,38853
Retail,24016
Finance,76622
Finance,1347
Retail,15828
Finance,57232
Retail,7623
Retail,45475
Retail,7862
Finance,10600
Retail,537
Retail,77695
Finance,22193
Retail,169234
Finance,6784
Retail,7835
Finance,29891
Finance,12363
Retail,55229
Retail,46506
Finance,15394
Retail,19108
Retail,44769
Finance,12881
Finance,55262
Retail,23377
Retail,27837
Finance,95323
Retail,4425
Finance,23430
Retail,7931
Retail,108381
Finance,10871
Retail,3193
Retail,78830
Retail,138683
Retail,39565
Finance,65455
Retail,23968
Finance,51615
Retail,28852
Finance,16588
Retail,3570
Finance,30659
Retail,65542
Retail,59645
Retail,14739
Retail,26202
Finance,21079
Finance,32247
Retail,39672
Retail,33470
Finance,58654
Retail,62572
Retail,7702
Retail,10509
Finance,58731
Retail,80903
Retail,17269
Finance,11470
Finance,55587
Retail,36122
Retail,21452
Finance,112471
Finance,33078
Finance,28873
Finance,33947
Finance,101287
Retail,1125
Finance,67834
Retail,127188
Finance,8290
Retail,43853
Finance,1267
Finance,86046
Finance,73674
Finance,176710
Finance,49038
Retail,22821
Retail,23117
Retail,2479
Retail,80438
Retail,113511
Retail,147537
Retail,33171
Retail,12936
Finance,57996
Retail,801
Finance,47161
Finance,94331
Finance,74739
Finance,89446
Finance,112238
Finance,18932
Retail,83901
Finance,23570
Retail,49207
Retail,82102
Finance,5303
Finance,2738
Finance,52038
Finance,2402
Retail,37461
Finance,15108
Finance,130025
Finance,66890
Retail,19172
Finance,100937
Retail,40650
Retail,820
Finance,28782
Retail,65830
Retail,6708
Finance,66757
Finance,30984
Retail,32884
Retail,10578
Retail,2151
Retail,37065
Retail,12540
Finance,27834
Retail,45946
Retail,54153
Finance,97820
Finance,157693
Finance,4852
Finance,1738
Finance,20598
Retail,17923
Finance,4626
Finance,75255
Retail,175573
Retail,36606
Finance,46944
Retail,1325
Retail,55807
Finance,1838
Finance,6647
Finance,30896
Finance,8616
Retail,150380
Retail,19456
Retail,986
Retail,3773
Finance,24368
Retail,14672
Retail,57274
Finance,1845
Finance,13902
Retail,37636
Retail,16603
Retail,28950
Finance,78361
Finance,1671
Retail,31002
Finance,47299
Finance,53247
Retail,66914
Finance,126709
Retail,26671
Finance,35186
Retail,50755
Finance,59370
Finance,35484
Finance,52097
Retail,42226
Retail,985
Finance,6994
Retail,33
Retail,46385
Retail,44797
Retail,15844
Finance,4562
Finance,15923
Finance,52156
Retail,66933
Finance,44329
Finance,31151
Finance,16190
Finance,12652
Finance,26554
Finance,264
Retail,22502
Finance,14369
Finance,889
Finance,70997
Retail,4477
Retail,84891
Finance,1636
Retail,30274
Retail,28092
Finance,67787
Retail,64108
Retail,81351
Finance,24041
Finance,18769
Retail,14248
Finance,75439
Retail,12885
Retail,15516
Retail,18468
Finance,21169
Retail,11286
Retail,84884
Finance,94941
Finance,15966
Retail,39646
Retail,114504
Finance,3409
Retail,13898
Retail,334
Finance,15837
Retail,26059
Retail,7954
Retail,14356
Finance,35291
Finance,51986
Retail,16929
Finance,8282
Retail,8730
Retail,5554
Retail,100558
Finance,24390
Finance,46582
Retail,9158
Finance,2781
Retail,24261
Finance,83188
Finance,2484
Retail,18605
Retail,6493
Finance,5684
Finance,47736
Retail,70395
Finance,12879
Finance,47529
Retail,4542
Finance,73197
Retail,90259
Retail,3601
Finance,27244
Finance,22464
Retail,133923
Finance,11654
Retail,87339
Finance,40247
Finance,469
Finance,11239
Retail,468
Finance,67880
Finance,14769
Retail,81546
Retail,123428
Finance,47653
Finance,41519
Retail,76495
Retail,39081
Finance,32667
Finance,21625
Retail,26292
Retail,36811
Finance,127148
Retail,10785
Finance,47191
Finance,36682
Finance,1496
Finance,15675
Retail,24533
Finance,23729
Finance,42001
Retail,3281
Retail,29615
Retail,31957
Retail,84621
Retail,60504
Retail,54790
Retail,82627
Finance,68726
Finance,15834
Retail,25108
Retail,42663
Finance,16468
Retail,84392
Retail,3928
Retail,8519
Finance,12609
Finance,76526
Finance,121361
Finance,6007
Retail,43322
Finance,21484
Retail,9304
Retail,46170
Finance,38080
Retail,33746
Finance,4941
Finance,156886
Retail,637
Finance,77789
Finance,12912
Retail,37409
Retail,11530
Finance,68553
Finance,26140
Finance,25488
Retail,18473
Retail,8311
Retail,23795
Retail,36763
Retail,67927
Finance,50280
Finance,70469
Finance,42912
Retail,9721
Finance,86106
Retail,70538
Retail,21749
Retail,93596
Retail,8954
Retail,38924
Retail,49569
Retail,23500
Retail,13440
Finance,4514
Retail,54543
Finance,65024
Retail,12501
Finance,4766
Retail,28522
Retail,61845
Finance,32171
Retail,96919
Finance,24900
Finance,24692
Finance,50986
Finance,10226
Retail,16250
Finance,49379
Retail,64400
Finance,10191
Retail,74640
Retail,2612
Finance,18481
Finance,161640
Finance,87582
Retail,58304
Retail,30930
Finance,3287
Retail,16699
Retail,57983
Finance,55042
Finance,54454
Finance,48246
Finance,179147
Finance,46199
Finance,71531
Retail,27684
Finance,32952
Finance,133996
Finance,9760
Retail,54643
Retail,5477
Finance,145582
Retail,69217
Finance,1953
Retail,17311
Retail,6468
Retail,39746
Finance,11995
Retail,70632
Finance,113834
Finance,29933
Finance,74172
Finance,4744
Retail,44392
Finance,24
Finance,12986
Finance,8613
Finance,35970
Finance,67849
Finance,11768
Finance,100300
Finance,14704
Retail,11598
Retail,12811
Retail,37669
Finance,70081
Retail,7404
Retail,234391
Retail,17144
Retail,45356
Retail,6218
Finance,10721
Retail,36116
Finance,2251
Retail,3864
Finance,84391
Retail,1935
Finance,29475
Finance,34990
Finance,67746
Finance,12216
Finance,1276
Finance,11010
Finance,17180
Finance,2292
Retail,101593
Retail,45701
Finance,2262
Finance,27500
Finance,116917
Finance,35015
Finance,57828
Retail,11888
Finance,99849
Finance,143594
Finance,41907
Finance,37040
Retail,52624
Finance,720
Retail,41739
Retail,66877
Retail,23087
Finance,6587
Retail,756
Finance,90371
Retail,49388
Retail,40942
Retail,80774
Retail,50651
Retail,39671
Finance,100391
Finance,40151
Finance,43298
Finance,25812
Retail,107820
Retail,914
Retail,15575
Finance,1014
Finance,97570
Retail,13694
Finance,6462
Finance,24827
Retail,20487
Retail,26431
Retail,18257
Retail,34848
Retail,2798
Retail,57579
Retail,8170
Retail,43940
Retail,1890
Finance,15605
Finance,36401
Retail,23899
Finance,29720
Finance,81303
Finance,202273
Retail,38295
Finance,6931
Retail,147997
Finance,4946
Retail,15284
Retail,13262
Finance,22669
Finance,24946
Finance,85118
Finance,3282
Retail,36975
Finance,88463
Finance,29543
Retail,46767
Retail,69159
Finance,26374
Retail,50130
Finance,2549
Finance,67066
Retail,62557
Retail,16294
Retail,3296
Retail,38553
Finance,565
Retail,9189
Finance,48638
Finance,7235
Retail,18128
Finance,6883
Finance,77150
Retail,41552
Retail,2253
Finance,80890
Finance,31
Retail,81013
Retail,82071
Retail,14954
Finance,4582
Finance,4047
Retail,95077
Retail,1610
Finance,3042
Finance,2446
Finance,150
Finance,21821
Finance,10464
Retail,30559
Retail,41007
Retail,31951
Retail,18406
Retail,154145
Finance,22716
Finance,147646
Finance,2652
Retail,47283
Retail,11586
Finance,1263
Finance,49110
Retail,88724
Finance,47458
Finance,4639
Retail,18389
Finance,11256
Finance,7602
Retail,42562
Retail,29424
Finance,8056
Retail,9342
Retail,2240
Finance,49812
Finance,49791
Retail,13935
Finance,85423
Retail,119734
Finance,32626
Retail,22878
Retail,5390
Finance,59969
Finance,19307
Finance,38084
Retail,94613
Finance,69578
Finance,42912
Finance,24076
Finance,30233
Finance,20347
Finance,62350
Finance,62818
Finance,8560
Finance,12456
Finance,371
Retail,1797
Finance,30893
Finance,45686
Retail,36150
Finance,141491
Retail,11825
Retail,5760
Finance,12908
Finance,20710
Retail,78679
Finance,2721
Retail,50364
Retail,58426
Retail,56485
Finance,35482
Finance,19224
Retail,34119
Finance,1753
Retail,46140
Retail,5632
Finance,65484
Retail,229609
Finance,2764
Retail,17228
Retail,35416
Finance,53167
Finance,26913
Finance,144949
Finance,29270
Finance,114376
Finance,50335
Retail,3145
Retail,97933
Retail,7954
Finance,27423
Retail,22926
Finance,17169
Retail,35080
Finance,95483
Finance,153354
Finance,63747
Retail,70151
Finance,25542
Finance,41038
Retail,9117
Finance,7988
Finance,47613
Finance,19854
Retail,77668
Retail,67542
Finance,39242
Finance,21895
Finance,32934
Finance,9019
Finance,14407
Retail,10198
Finance,8552
Finance,10887
Retail,33261
Retail,30717
Retail,15008
Finance,5431
Finance,20371
Finance,11240
Finance,11752
Retail,8503
Finance,30551
Finance,54857
Retail,70234
Retail,65532
Retail,9660
Retail,55934
Finance,4384
Retail,55887
Finance,6392
Retail,109911
Finance,117181
Retail,46308
Retail,15674
Finance,5418
Retail,14348
Retail,83670
Finance,3480
Finance,539
Finance,95760
Retail,127024
Finance,51455
Finance,93912
Retail,59982
Retail,19570
Finance,12600
Finance,7694
Retail,80151
Retail,9978
Finance,29608
Retail,71903
Retail,8921
Finance,44060
Finance,111264
Finance,24917
Retail,135024
Finance,121788
Finance,91122
Finance,31870
Finance,19659
Retail,33313
Retail,39549
Retail,7123
Finance,16834
Finance,35392
Finance,73131
Finance,37268
Finance,45643
Retail,17305
Retail,126844
Finance,136796
Retail,37021
Finance,65566
Retail,12843
Finance,20611
Retail,3462
Retail,1717
Finance,64225
Finance,51730
Retail,21858
Retail,63933
Finance,48247
Finance,77853
Retail,139404
Finance,107449
Retail,19499
Finance,66531
Finance,19861
Finance,47371
Retail,9615
Finance,4986
Finance,32429
Finance,12531
Retail,4396
Finance,26833
Retail,567
Retail,90284
Retail,66234
Retail,11128
Retail,8288
Finance,113426
Retail,28231
Retail,53391
Finance,59537
Retail,53551
Retail,31139
Retail,45036
Retail,39154
Finance,51312
Finance,65825
Finance,50267
Finance,20069
Finance,72010
Finance,26383
Retail,19086
Retail,22092
Retail,1892
Finance,8285
Retail,2260
Retail,493
Finance,141050
Retail,46083
Finance,21226
Retail,22218
Finance,27589
Retail,71950
Finance,39260
Retail,31750
Retail,4805
Finance,1684
Finance,60276
Finance,27456
Finance,1791
Finance,14780
Finance,22891
Finance,148534
Finance,2829
Retail,33098
Retail,13658
Finance,66493
Finance,48149
Finance,11378
Finance,23026
Retail,31173
Retail,27752
Finance,9834
Finance,81838
Retail,42805
Retail,29666
Finance,22747
Finance,88256
Retail,56135
Finance,17352
Retail,6426
Retail,33359
Retail,47955
Finance,205191
Finance,5705
Retail,3624
Finance,37990
Finance,1560
Retail,98148
Finance,18832
Retail,139078
Finance,6045
Retail,20849
Finance,32946
Retail,49422
Retail,34746
Finance,12855
Finance,40978
Retail,14006
Finance,33858
Finance,66831
Finance,99939
Finance,97446
Retail,49148
Retail,10530
Finance,39923
Finance,56537
Retail,9113
Finance,38257
Finance,63968
Retail,27569
Finance,613
Finance,3652
Finance,1327
Retail,26531
Retail,7257
Retail,4630
Retail,60697
Retail,23108
Retail,17589
Retail,53306
Finance,29246
Finance,7494
Retail,20525
Finance,45297
Retail,64747
Finance,20608
Retail,112464
Finance,1655
Finance,133755
Finance,5822
Retail,21621
Finance,10729
Retail,15040
Finance,16738
Finance,34876
Finance,12923
Retail,4197
Retail,10261
Finance,11420
Retail,13172
Retail,23288
Retail,8988
Retail,22056
Finance,80151
Retail,36886
Finance,59340
Retail,19501
Retail,22518
Finance,22991
Retail,92554
Finance,36918
Retail,4960
Finance,30040
Retail,19804
Retail,107007
Finance,36243
Retail,4997
Retail,71057
Retail,102138
Retail,45130
Retail,51208
Finance,5887
Finance,46200
Retail,3327
Finance,74504
Finance,6012
Retail,24060
Finance,160
Retail,1338
Finance,66006
Retail,81911
Retail,17677
Finance,38058
Retail,119345
Retail,41358
Finance,4494
Retail,4100
Retail,60293
Finance,26222
Finance,22308
Finance,105343
Retail,23258
Retail,58716
Retail,114055
Retail,6932
Retail,71934
Finance,128962
Retail,401
Finance,31422
Finance,35016
Finance,51162
Finance,16190
Finance,81269
Retail,15895
Finance,3215
Retail,25879
Retail,102491
Retail,31305
Finance,27601
Finance,9378
Retail,29687
Retail,44862
Finance,8729
Retail,37565
Finance,1767
Retail,38744
Finance,16316
Retail,14395
Retail,21557
Finance,67912
Retail,37062
Retail,3650
Retail,16896
Retail,7356
Retail,116798
Retail,64326
Finance,34567
Retail,52039
Retail,27641
Retail,26653
Retail,3637
Finance,24302
Finance,33525
Finance,16951
Retail,22118
Finance,2838
Finance,2780
Retail,124645
Retail,17767
Retail,14642
Retail,11612
Finance,188258
Finance,9137
Retail,18542
Finance,71131
Finance,12175
Retail,13138
Retail,25722
Finance,9978
Finance,8264
Retail,106496
Finance,22405
Retail,4595
Finance,32818
Finance,33002
Retail,39238
Retail,121515
Finance,20018
Retail,58358
Retail,9802
Retail,14276
Retail,3788
Retail,50650
Retail,34442
Finance,5486
Finance,27038
Retail,28307
Finance,99265
Retail,6091
Retail,92028
Retail,83251
Finance,42751
Finance,150693
Finance,40114
Finance,38485
Finance,60253
Finance,180336
Finance,29134
Finance,58525
Retail,13172
Retail,22234
Finance,16307
Retail,16982
Retail,2469
Finance,10969
Retail,109597
Finance,18412
Finance,11395
Finance,13725
Finance,15953
Retail,22203
Finance,59734
Retail,16168
Finance,25645
Finance,19651
Retail,73321
Finance,36084
Retail,35706
Retail,8647
Retail,67638
Retail,8242
Retail,8141
Finance,11563
Retail,7447
Retail,4451
Retail,166840
Finance,34007
Retail,134184
Finance,43473
Finance,22624
Retail,37737
Finance,53049
Retail,15072
Finance,61083
Finance,5300
Retail,14176
Retail,2223
Finance,8300
Retail,16579
Retail,81673
Finance,13940
Finance,26066
Retail,27431
Retail,10668
Finance,29618
Finance,69022
Finance,94344
Finance,52349
Finance,39023
Retail,92482
Finance,5968
Finance,54255
Retail,3271
Finance,5041
Retail,26010
Finance,3550
Retail,47925
Retail,29253
Retail,59844
Finance,34172
Finance,74931
Finance,73333
Retail,10462
Retail,13549
Finance,27829
Retail,32197
Retail,19378
Retail,98883
Finance,14370
Retail,44663
Retail,35864
Retail,45303
Retail,20244
Retail,7550
Finance,41149
Finance,33264
Finance,39745
Finance,63456
Retail,49011
Retail,5664
Retail,9855
Finance,26968
Finance,39092
Finance,6902
Retail,4867
Finance,36808
Retail,3879
Retail,2953
Retail,12692
Finance,15042
Finance,29269
Retail,44487
Retail,18045
Finance,112043
Retail,40294
Retail,40260
Retail,9918
Finance,12039
Retail,112820
Finance,1814
Retail,6601
Retail,17471
Finance,8022
Retail,33534
Finance,13067
Finance,8547
Finance,75991
Finance,4382
Retail,56523
Retail,42325
Retail,39381
Retail,16482
Retail,27559
Finance,3536
Retail,14490
Retail,7900
Retail,19244
Retail,8033
Retail,21678
Retail,17903
Retail,86535
Finance,1597
Retail,32479
Retail,42015
Finance,149383
Finance,95898
Retail,28529
Retail,4250
Retail,86424
Retail,61255
Retail,12251
Retail,5713
Retail,24382
Retail,19918
Retail,4093
Finance,59442
Finance,23816
Retail,47431
Finance,39411
Finance,2481
Finance,17209
Retail,64167
Finance,22806
Retail,27501
Retail,28992
Finance,1373
Finance,6351
Finance,55068
Retail,145045
Finance,56891
Finance,11787
Retail,3461
Retail,29181
Finance,30497
Retail,39250
Retail,46474
Retail,69551
Finance,43203
Retail,47570
Retail,8213
Finance,129818
Retail,2102
Retail,47859
Retail,28070
Finance,79096
Retail,7807
Retail,9576
Finance,36394
Retail,590
Finance,33005
Retail,23030
Finance,17073
Finance,45239
Retail,38431
Finance,46944
Finance,2134
Retail,140808
Finance,36691
Retail,2594
Finance,26895
Finance,15905
Retail,11557
Retail,9358
Finance,50892
Retail,31781
Retail,11160
Retail,11641
Finance,55798
Retail,2865
Finance,12854
Retail,37605
Retail,55878
Retail,215215
Finance,10446
Retail,73893
Retail,49679
Retail,20881
Retail,42903
Retail,549
Finance,58365
Retail,9894
Retail,11788
Retail,51649
Finance,4113
Finance,22910
Retail,99341
Retail,57392
Retail,17660
Retail,40495
Finance,52661
Finance,13121
Finance,23637
Finance,55560
Finance,5986
Finance,1491
Finance,134747
Finance,15101
Finance,8505
Finance,50366
Retail,68569
Retail,34243
Finance,29639
Retail,121896
Retail,75606
Finance,38072
Finance,29553
Finance,8621
Retail,1098
Retail,6899
Retail,27413
Retail,1503
Finance,34543
Finance,2535
Finance,6527
Retail,50209
Finance,131972
Retail,29101
Finance,9871
Retail,4046
Retail,15443
Retail,4218
Finance,39205
Retail,8208
Retail,13730
Finance,85298
Retail,40253
Retail,37525
Finance,110627
Retail,33848
Retail,25995
Finance,28836
Finance,48740
Retail,53022
Finance,29044
Retail,119739
Finance,3702
Finance,106912
Finance,7210
Retail,10541
Finance,17372
Retail,81233
Finance,6642
Finance,5930
Retail,12336
Finance,7327
Finance,166164
Finance,17151
Retail,6282
Finance,2269
Retail,38445
Finance,41821
Finance,13741
Retail,1041
Finance,134156
Retail,116879
Finance,4191
Finance,8352
Finance,15240
Finance,33074
Retail,41878
Finance,16546
Finance,34842
Retail,39322
Finance,52927
Retail,49230
Retail,72683
Retail,4548
Finance,3351
Retail,44951
Finance,18499
Finance,47956
Retail,37228
Finance,2179
Finance,106936
Finance,6844
Retail,49075
Finance,109357
Retail,22185
Finance,10455
Retail,188963
Finance,8513
Finance,1301
Finance,47706
Retail,69585
Retail,5033
Finance,31654
Retail,115129
Retail,62974
Finance,21377
Finance,36867
Finance,2487
Finance,9954
Retail,13684
Finance,6575
Retail,11321
Finance,27768
Retail,17963
Finance,41510
Finance,49162
Retail,95757
Retail,3607
Finance,41749
Retail,120977
Finance,29070
Retail,7706
Retail,56656
Finance,28390
Finance,84821
Finance,78295
Finance,58023
Finance,85567
Retail,96818
Retail,74763
Finance,20210
Retail,15168
Finance,1358
Finance,16834
Retail,55951
Finance,6877
Retail,16154
Retail,17510
Retail,135404
Retail,86663
Retail,31475
Finance,517
Retail,1963
Finance,59329
Finance,27513
Retail,18542
Finance,46205
Retail,703
Retail,7315
Retail,33796
Finance,21552
Finance,15279
Finance,31034
Retail,127831
Finance,2234
Retail,2770
Retail,13222
Finance,3474
Finance,55955
Finance,7799
Finance,68596
Finance,39096
Finance,33888
Retail,3385
Retail,31648
Retail,29981
Finance,62277
Retail,1064
Finance,57065
Retail,2603
Finance,9745
Finance,36612
Finance,12716
Finance,7492
Retail,11965
Retail,24310
Retail,17886
Retail,16714
Retail,3031
Finance,7510
Finance,8329
Finance,14148
Retail,34871
Finance,46966
Retail,16392
Retail,44992
Finance,48849
Retail,2079
Finance,54193
Retail,16231
Retail,5141
Retail,32713
Finance,5123
Retail,7414
Finance,6550
Finance,54213
Finance,133
Finance,304934
Finance,277800
Finance,90764
Retail,88297
Retail,9220
Finance,22752
Retail,2288
Finance,77621
Finance,47837
Retail,110255
Finance,643
Retail,29156
Retail,6705
Finance,2317
Finance,16837
Finance,17297
Finance,39561
Finance,6685
Finance,110156
Finance,38980
Retail,22171
Retail,2554
Finance,56224
Retail,8564
Retail,4283
Retail,187600
Retail,21815
Finance,9418
Finance,95229
Retail,29832
Finance,157265
Finance,19431
Retail,8404
Retail,95161
Retail,31865
Finance,46607
Retail,127340
Retail,20336
Finance,57574
Finance,12156
Finance,22079
Retail,34190
Retail,2619
Retail,1945
Retail,75785
Finance,15536
Retail,30064
Retail,28838
Retail,17935
Finance,36053
Finance,10235
Finance,52588
Retail,20174
Retail,7994
Finance,59870
Retail,28476
Finance,64370
Finance,708
Finance,86105
Retail,47990
Finance,73914
Finance,93342
Retail,383
Finance,40244
Retail,35675
Finance,52584
Retail,72667
Retail,1662
Retail,6523
Retail,18894
Retail,34375
Retail,81461
Finance,7898
Finance,7340
Finance,2250
Retail,16129
Finance,111516
Finance,41908
Finance,53072
Finance,10137
Finance,9510
Finance,879
Retail,59271
Finance,26865
Retail,37929
Retail,117870
Retail,40289
Retail,145416
Retail,37618
Retail,56309
Finance,2352
Finance,10724
Finance,1987
Retail,22239
Retail,34358
Finance,29198
Finance,17730
Retail,22540
Retail,152218
Finance,4280
Finance,13303
Retail,114595
Finance,111077
Retail,7687
Finance,28699
Finance,38371
Retail,66709
Retail,172377
Retail,61297
Retail,50111
Finance,26533
Finance,99522
Retail,13409
Retail,151464
Retail,66036
Retail,36652
Finance,12123
Retail,20868
Finance,81838
Finance,18517
Retail,101545
Retail,28040
Finance,62659
Finance,4379
Finance,1236
Finance,3494
Retail,139925
Finance,32903
Retail,13939
Retail,2414
Finance,26006
Finance,34191
Retail,14265
Finance,11564
Retail,49932
Retail,17208
Finance,4977
Retail,94294
Retail,46701
Retail,16032
Retail,32265
Finance,3903
Finance,14288
Finance,19024
Retail,14252
Finance,34483
Finance,14101
Finance,76889
Retail,4272
Retail,14867
Retail,157755
Finance,7244
Finance,14545
Retail,6022
Retail,17499
Finance,35529
Retail,49043
Finance,39473
Finance,3160
Finance,62826
Retail,38422
Retail,30283
Finance,47359
Finance,21476
Finance,48189
Retail,19725
Finance,99480
Retail,3946
Retail,1900
Finance,14532
Finance,7625
Retail,69998
Retail,9181
Finance,7455
Retail,36311
Retail,101091
Finance,4755
Retail,6508
Retail,85164
Retail,3608
Retail,184644
Finance,27602
Finance,11039
Finance,73178
Finance,2833
Retail,42845
Finance,54286
Finance,34022
Retail,48357
Finance,29668
Retail,8226
Retail,43211
Finance,36541
Finance,101446
Finance,35353
Retail,138011
Retail,13445
Finance,12470
Finance,17174
Retail,61310
Retail,182736
Finance,36230
Retail,58922
Finance,68304
Retail,112745
Finance,82243
Retail,26437
Retail,133667
Finance,8309
Retail,8696
Finance,41837
Retail,35447
Retail,12977
Finance,113120
Finance,125658
Retail,59042
Finance,62603
Retail,1197
Finance,169907
Finance,1759
Finance,14136
Finance,36081
Retail,86135
Finance,5357
Retail,1277
Finance,35809
Retail,3795
Finance,21592
Retail,38290
Retail,61861
Retail,25624
Retail,13667
Retail,50591
Finance,25627
Finance,11920
Finance,1356
Retail,33022
Finance,13070
Finance,86480
Finance,59747
Finance,17622
Finance,37685
Finance,137031
Finance,3943
Retail,95728
Retail,40249
Retail,17404
Finance,18351
Retail,25356
Retail,38388
Finance,139540
Finance,30748
Finance,3833
Finance,141930
Retail,98290
Retail,71574
Finance,29802
Retail,38502
Retail,101608
Finance,25817
Finance,62143
Finance,163505
Retail,133219
Retail,143
Finance,2139
Retail,10507
Retail,34091
Retail,127304
Finance,19327
Retail,7932
Finance,26765
Retail,193005
Retail,161100
Finance,83008
Finance,9925
Retail,31083
Retail,971
Retail,46101
Finance,107448
Retail,24408
Finance,35159
Finance,46266
Retail,12139
Finance,6090
Finance,19925
Finance,19545
Retail,89059
Finance,21300
Retail,82747
Retail,18523
Retail,61722
Finance,24544
Finance,71008
Retail,32525
Retail,49091
Finance,9709
Finance,26271
Retail,7170
Retail,6548
Retail,26796
Retail,37318
Finance,45204
Retail,28223
Retail,54931
Retail,55647
Finance,1452
Finance,26507
